table,rows,class,kind,domain,D,P,E,W,T,M,missing,priority,exec_evidence,witness,transfer
thylora_thread_handoff_bus,30,WITNESS MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,12.0,trigger:thy_name_guard,{},
ue_lb_product_designs,4,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,1,0,0,ET,12.0,,"{""row_evidence_fields"": 4}",
workers,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,1,0,PEW,12.0,,{},"repo:app/app.js,app/time-run.html"
business_residency_reviews,1,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,1,0,0,ET,11.25,,"{""row_evidence_fields"": 1}",
business_stories,1,WITNESS MISSING,OPERATIONAL,OPERATIONS,1,1,1,0,0,0,WT,11.25,trigger:thy_name_guard,{},
family_story_audit,4,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,1,0,EW,11.25,,{},"repo:app/app.js,app/hotfix-20260831.js"
freshpath_preferred_workers,2,WITNESS MISSING,OPERATIONAL,OPERATIONS,1,1,1,0,0,0,WT,11.25,reader_fn:thylora_worker_spotlight_v1,{},
freshpath_worker_credentials,2,WITNESS MISSING,OPERATIONAL,OPERATIONS,1,1,1,0,0,0,WT,11.25,reader_fn:thylora_worker_spotlight_v1,{},
crew_run,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,10.5,view:thylora_gap_summary_v1,{},view
episodes,3,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,1,0,EW,10.5,,{},repo:app/index.html
child_safeguarding_policy,1,EXECUTION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
currency_visual_registry,2,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,10.0,edge:dash,{},edge
dashboard_trust_protocol,1,EXECUTION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
design_revision,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,10.0,,{},
er_automotive_revenue_matrix,18,EXECUTION MISSING,POLICY/REGISTRY,COMMERCE,1,1,0,0,0,0,EWT,10.0,,{},
family_trustee_candidates,4,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
financial_decision_register,4,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,trigger:thy_name_guard,{},repo:dashboard-current-head.html
game_bet_game_lab,4,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
game_bet_intelligence_reports,1,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
legal_domain_registry,52,EXECUTION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
legal_preparation_register,3,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
organization_contact_registry,4,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,10.0,reader_fn:thylora_chairman_dash_v1,{},surface_fn:thylora_chairman_dash_v1
patient_advocacy_cases,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,10.0,,{},
protected_record_index,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,edge:thylora-dashboard,{},edge
protection_protocol_registry,2,EXECUTION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
public_site_visit_events,28,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,view:public_site_public_metrics,{},view
qq_cost_estimates,5,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,reader_fn:thylora_question_quest_commercial_v1; view:qq_margin_scenarios_v1,{},view
question_engineering_runs,1,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,10.0,writer_fn:create_question_engineering_run_v1; trigger:thy_name_guard; reader_fn:create_question_engineering_run_v1,"{""row_evidence_fields"": 1}",
reward_commerce_bridge,1,EXECUTION MISSING,OPERATIONAL,COMMERCE,1,1,0,0,0,0,EWT,10.0,,{},
social_channel_registry,23,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,10.0,"trigger:thy_name_guard; reader_fn:thylora_dashboard_completion_v1,thylora_operating_surface_v1,thylora_chairman_dash_v1",{},"surface_fn:thylora_dashboard_completion_v1,thylora_operating_surface_v1,thylora_chairman_dash_v1"
studio_render_jobs,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,10.0,"writer_fn:studio_release_render_lease,studio_claim_next_render_job; reader_fn:studio_release_render_lease,studio_claim_next_render_job",{},
system_jurist_accreditation,1,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,10.0,trigger:thy_name_guard,"{""row_evidence_fields"": 1}",
thylora_ai_provider_profiles,5,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,edge:thylora-ai-router,{},edge
thylora_art_commission_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,10.0,trigger:thy_name_guard; edge:dash,{},edge
thylora_autonomy_credentials,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,edge:thylora-autonomy-worker,{},edge
thylora_autonomy_runtime,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,edge:thylora-autonomy-worker,{},edge
thylora_brand_asset_slots,9,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,reader_fn:thylora_operating_surface_v1,{},surface_fn:thylora_operating_surface_v1
thylora_component_library,12,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,edge:thylora-build-compiler,{},edge
thylora_control_lane_registry,42,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,10.0,"writer_fn:thy_update_living_map_lane_v1; trigger:thy_name_guard; reader_fn:thylora_chairman_today_v1,thylora_control_surface_v1,thy_update_living_map_lane_v1",{},"surface_fn:thylora_chairman_today_v1,thylora_control_surface_v1"
thylora_conveyor_unit_cost,10,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,view:thylora_conveyor_candidates,{},view
thylora_delivery_assets,11,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,"writer_fn:activate_thylora_delivery_asset_v1; reader_fn:thylora_chairman_approval_screen_v1,thylora_chairman_preview_decision_v1,get_thylora_delivery_intake_status_v1; edge:thylora-delivery-ingest,thylora-protected-download",{},"surface_fn:thylora_chairman_approval_screen_v1,thylora_chairman_preview_decision_v1,grant_thylora_chairman_delivery_test_v1; edge"
thylora_department_conversations,33,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,edge:thylora-department-talk,{},repo:dashboard-current-head.html; edge
thylora_department_personnel,131,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,"trigger:thy_name_guard; reader_fn:thylora_person_life_record_v1,thylora_person_roster_v1; edge:thylora-department-talk",{},edge
thylora_estate_work_orders,7,EXECUTION MISSING,OPERATIONAL,COMMERCE,1,1,0,0,0,0,EWT,10.0,,{},
thylora_graph_node_type_registry,20,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,10.0,view:thylora_graph_integrity_findings_v1,{},view
thylora_graph_versions,260,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,"reader_fn:thylora_graph_context_v1,thylora_graph_firewall_v1,thylora_dashboard_completion_v1",{},"surface_fn:thylora_dashboard_completion_v1,thylora_graph_lookup_v1"
thylora_ip_legal_basis_registry,4,EXECUTION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
thylora_kitchen_stores,6,EXECUTION MISSING,OPERATIONAL,COMMERCE,1,1,0,0,0,0,EWT,10.0,,{},
thylora_no_regression_floors,5,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,edge:thylora-build-compiler,{},edge
thylora_one_way_gate_registry,35,TRANSFER MISSING,POLICY/REGISTRY,GENERAL,1,1,1,1,0,0,T,10.0,"trigger:trg_rootbound_audit_thylora_one_way_gate_registry,thy_name_guard","{""sh"": 3, ""custody_trigger"": ""shadow_capture_before_destructive_change""}",
thylora_person_serial_registry,38,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,10.0,"reader_fn:thylora_person_life_record_v1,thylora_person_roster_v1; edge:dash",{},edge
thylora_person_supersession,5,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,10.0,reader_fn:thylora_person_roster_v1,"{""row_evidence_fields"": 5}",
thylora_price_calibration_proposals,6,EXECUTION MISSING,OPERATIONAL,COMMERCE,1,1,0,0,0,0,EWT,10.0,,{},
thylora_product_verification_packets,1,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,10.0,,{},
thylora_read_receipt_instrumentation,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,"reader_fn:thylora_read_state_for_surface,thylora_continuity_floor_state",{},surface_fn:thylora_read_state_for_surface
thylora_report_workroom_spine,12,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,reader_fn:thylora_dashboard_completion_v1,{},surface_fn:thylora_dashboard_completion_v1
thylora_response_point_coverage,97,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,reader_fn:thy_omniview_coverage,{},surface_fn:thy_omniview_coverage
thylora_rootbound_mesh,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,edge:thylora-enforcer,{},edge
thylora_run_findings,165,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,10.0,reader_fn:thylora_question_quest_commercial_v1,"{""row_evidence_fields"": 161}",
thylora_scene_execution_contract,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,1,0,0,0,PWT,10.0,reader_fn:thylora_enforce_studio_scene_contract,{},
thylora_security_signals,6,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
thylora_six_protection_redundancy,5,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
thylora_store_lane_routes,5,EXECUTION MISSING,OPERATIONAL,COMMERCE,1,1,0,0,0,0,EWT,10.0,,{},
thylora_store_shelf_release_gate,1,EXECUTION MISSING,POLICY/REGISTRY,COMMERCE,1,1,0,0,0,0,EWT,10.0,,{},
thylora_story_seed_registry,40,TRANSFER MISSING,POLICY/REGISTRY,GENERAL,1,1,1,1,0,0,T,10.0,"trigger:trg_rootbound_audit_thylora_story_seed_registry,thy_name_guard","{""sh"": 7, ""custody_trigger"": ""shadow_capture_before_destructive_change""}",
thylora_submit_consents,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,1,0,0,0,PWT,10.0,"writer_fn:thylora_submit_record_consent_v1; trigger:trg_submit_publication_guard; reader_fn:thylora_submit_my_submissions_v1,thylora_submit_status_v1,thylora_submit_record_consent_v1",{},
thylora_succession_directives,7,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,10.0,trigger:trg_rootbound_audit_thylora_succession_directives,"{""custody_trigger"": ""shadow_capture_before_destructive_change""}",
thylora_thread_clock_events,1,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,10.0,trigger:trg_immutability_thread_clock_events; reader_fn:thylora_thread_clock_duration_v1,"{""row_evidence_fields"": 1, ""custody_trigger"": ""append_only""}",
thylora_thread_delta_registry,18,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,10.0,"reader_fn:thylora_chairman_qyris_v1,thylora_chairman_dash_v1",{},"surface_fn:thylora_chairman_qyris_v1,thylora_chairman_dash_v1"
thylora_voice_identity_resolution_gate,1,EXECUTION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
thylora_voice_transcription_identity_gate,1,EXECUTION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
thylora_webhook_delivery_log,31,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,reader_fn:thylora_webhook_health_v1; view:thylora_commerce_event_witness_v1; edge:thylora-shopify-webhook,{},view; edge
thylora_workroom_priority_inputs,16,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,10.0,trigger:priority_inputs_touch; reader_fn:thylora_chairman_dash_v1,{},surface_fn:thylora_chairman_dash_v1
thylora_world_identity_gate,1,EXECUTION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,0,0,0,0,EWT,10.0,,{},
assignment_results,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,9.0,,"{""row_evidence_fields"": 2}",
business_factory_activation_matrix,20,EXECUTION MISSING,POLICY/REGISTRY,OPERATIONS,1,1,0,1,0,0,ET,9.0,,"{""row_evidence_fields"": 20}",
business_provenance_events,2,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,0,0,EWT,9.0,,{},
er_automotive_show_episode_registry,10,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,9.0,trigger:thy_name_guard,{},
er_automotive_staff_assignments,52,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,9.0,trigger:thy_name_guard,{},
family_letter_drafts,8,WITNESS MISSING,OPERATIONAL,OPERATIONS,1,1,1,0,0,0,WT,9.0,trigger:thy_name_guard,{},
family_participation_program,1,WITNESS MISSING,OPERATIONAL,OPERATIONS,1,1,1,0,0,0,WT,9.0,trigger:thy_name_guard,{},
family_safety_controls,1,WITNESS MISSING,OPERATIONAL,OPERATIONS,1,1,1,0,0,0,WT,9.0,reader_fn:family_block_unapproved_child_provisioning,{},
living_business_app_registry,12,EXECUTION MISSING,POLICY/REGISTRY,OPERATIONS,1,1,0,0,0,0,EWT,9.0,,{},
nightly_reports,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,9.0,reader_fn:thylora_dashboard_completion_v1,{},surface_fn:thylora_dashboard_completion_v1
qq_understanding_checks,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,9.0,reader_fn:qq_confirm_understanding_v1,{},
thy_math_display,12,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,9.0,reader_fn:thy_math_display_get,{},
thylora_bank_credit_facilities,17,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,9.0,writer_fn:thylora_bank_open_facility; reader_fn:thylora_bank_open_facility,{},
thylora_family_invitation_packets,11,WITNESS MISSING,OPERATIONAL,OPERATIONS,1,1,1,0,0,0,WT,9.0,trigger:thy_name_guard,{},
thylora_family_memory_registry,4,WITNESS MISSING,POLICY/REGISTRY,OPERATIONS,1,1,1,0,0,0,WT,9.0,trigger:thy_name_guard,{},
thylora_ip_chain_of_title_events,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,9.0,"trigger:trg_ip_title_immutable; reader_fn:thylora_export_b2b_rights_package,thylora_evaluate_rights_gate","{""custody_trigger"": ""append_only""}",
thylora_pqr_board_rows,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,9.0,reader_fn:thylora_pqr_board_v1,{},
thylora_pqr_cluster_signals,14,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,9.0,reader_fn:thylora_pqr_recount_cluster_v1,{},
thylora_promotion_records,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,9.0,trigger:thylora_promotion_records_updated_at,{},
thylora_visual_assignments,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,9.0,"trigger:thylora_visual_assignments_set_updated_at,trg_mass_lock_visual_assignment; edge:public-visual-registry",{},edge
personalized_production_program,1,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
question_engineering_products,9,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
tessa_passport_value_lines,4,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
thylora_chairman_action_routes,6,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
thylora_cross_thread_continuity_policy,2,EXECUTION MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
thylora_evidence_factory_jobs,52,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
thylora_execution_heavy_gate,1,EXECUTION MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
thylora_execution_progress_gate,4,EXECUTION MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
thylora_first_customer_witness_policy,2,EXECUTION MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
thylora_production_authorization_registry,1,EXECUTION MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
thylora_studio_execution_jobs,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,1,0,0,0,PWT,8.0,trigger:trg_thylora_studio_execution_gate,{},
thylora_windsor_evidence_matrix,10,EXECUTION MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
ue_products,12,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,8.0,,{},
business_time_periods,1,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,0,0,EWT,7.5,,{},
carts,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,0,0,0,0,PEWT,7.5,,{},
complaints,1,EXECUTION MISSING,EVENT,GENERAL,1,1,0,1,0,0,ET,7.5,,"{""row_evidence_fields"": 1}",
er_automotive_build_sheets,10,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,7.5,,"{""row_evidence_fields"": 1}",
family_archive_workers,12,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,0,0,EWT,7.5,,{},
family_relationships,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,1,0,0,0,PWT,7.5,reader_fn:thylora_person_life_record_v1,{},
freshpath_item_choices,1,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,0,0,EWT,7.5,,{},
game_bet_casino_sessions,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,7.5,,{},
payroll,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,1,0,PEW,7.5,,{},"repo:app/app.js,app/index.html"
questions,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,7.5,"reader_fn:thy_omniview_manifest,score_question_engineering_payload_v1,thylora_question_mark_state_v1",{},"surface_fn:thy_omniview_manifest; repo:.github/workflows/patch-dashboard-r8.yml,app/index.html"
stories,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,1,0,EW,7.5,,{},"repo:app/app.js,app/index.html"
subscriptions,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,0,0,0,0,PEWT,7.5,,{},
system_jurist_credentials,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,7.5,trigger:thy_name_guard,{},
tessa_selection_verdicts,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,7.5,"writer_fn:tessa_evaluate_candidate_v1; reader_fn:tessa_evaluate_candidate_v1,tessa_ingredient_passport_v1",{},
thy_loochy_product_prices,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,0,0,0,0,PEWT,7.5,,{},
thylora_agent_memory_nodes,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,7.5,"writer_fn:thylora_commit_consensus_memory; trigger:thylora_agent_memory_nodes_immutable; reader_fn:thylora_commit_consensus_memory,thylora_retrieve_memory","{""custody_trigger"": ""append_only""}",
thylora_agent_memory_snapshots,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,7.5,trigger:thylora_agent_memory_snapshots_immutable,"{""custody_trigger"": ""append_only""}",
thylora_bank_statements,24,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,7.5,writer_fn:thylora_bank_open_statement; reader_fn:thylora_bank_open_statement,{},
thylora_business_assets,5,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,0,0,EWT,7.5,,{},
thylora_business_equity,7,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,0,0,EWT,7.5,,{},
thylora_business_insurance,4,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,0,0,EWT,7.5,,{},
thylora_business_period_results,1,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,0,0,EWT,7.5,,{},
thylora_farmer_verification_records,80,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,7.5,,"{""row_evidence_fields"": 80}",
thylora_food_provenance_chain,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,7.5,,"{""row_evidence_fields"": 1}",
thylora_global_arrival_events,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,7.5,,"{""row_evidence_fields"": 1}",
thylora_global_distribution_ledger,7,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,7.5,,"{""row_evidence_fields"": 7}",
thylora_ip_jurisdiction_reviews,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,7.5,trigger:trg_ip_legal_review_immutable; reader_fn:thylora_evaluate_rights_gate,"{""custody_trigger"": ""append_only""}",
thylora_ip_license_grants,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,7.5,trigger:trg_ip_license_immutable; reader_fn:thylora_export_b2b_rights_package,"{""custody_trigger"": ""append_only""}",
thylora_ip_provenance_attestations,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,7.5,"trigger:trg_ip_provenance_immutable; reader_fn:thylora_export_b2b_rights_package,thylora_evaluate_rights_gate","{""custody_trigger"": ""append_only""}",
thylora_mass_lock_enforcement_events,9,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,7.5,,"{""row_evidence_fields"": 9}",
thylora_module_records,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,7.5,trigger:thy_name_guard,{},
thylora_pqr_originality_gate,9,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,7.5,trigger:thylora_pqr_originality_verdict_trg; reader_fn:thylora_pqr_release_gate_v1,{},
thylora_pqr_scores,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,7.5,reader_fn:thylora_pqr_release_gate_v1,{},
thylora_ui_action_test_runs,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,7.5,reader_fn:thylora_enforce_verified_ui_contract; view:thylora_ui_functional_state,{},view
thylora_visual_provenance,55,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,7.5,"trigger:thylora_visual_provenance_set_updated_at,thy_name_guard",{},
thylora_world_design_records,83,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,7.5,"trigger:thylora_world_design_records_updated_at,thy_name_guard",{},
thylora_world_relationships,21,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,7.5,trigger:thy_name_guard,{},
transport_garage_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,7.5,trigger:thy_name_guard,{},
transport_safety_case_registry,4,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,1,0,0,ET,7.5,,"{""row_evidence_fields"": 3}",
ue_mastery_records,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,7.5,trigger:ue_mastery_zero_rule; reader_fn:thylora_dashboard_completion_v1,{},surface_fn:thylora_dashboard_completion_v1
studio_character_state_ledger,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,7.0,reader_fn:studio_get_latest_character_state,{},
thylora_world_market_quotes,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,7.0,trigger:thy_name_guard,{},
vlegh_registry,10,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,7.0,,{},
business_subscriptions,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,0,0,0,0,PEWT,6.25,,{},
cart_items,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,0,0,0,0,PEWT,6.25,,{},
earth_identity_links,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,6.25,,{},
family_archive_security_events,0,POPULATION MISSING,EVENT,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,6.25,,{},
family_privacy_rules,0,POPULATION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,6.25,,{},
family_story_purge_requests,0,POPULATION MISSING,EVENT,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,6.25,,{},
family_story_rights,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,6.25,,{},
guardian_permissions,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,6.25,,{},
trust_cases,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,6.25,,{},
business_factory_configuration,1,EXECUTION MISSING,POLICY/REGISTRY,OPERATIONS,1,1,0,0,0,0,EWT,6.0,,{},
championship_family_recognition_policy,1,EXECUTION MISSING,POLICY/REGISTRY,OPERATIONS,1,1,0,0,0,0,EWT,6.0,,{},
compliance_control,6,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
er_automotive_oneoff_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
er_vehicle_brand_language_registry,12,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
family_birthdate_claims,6,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,0,0,EWT,6.0,,{},
